address,city,zip,price,beds,baths,sqft,year_built,lot_size,property_type,hoa_month,days_on_market,tract_geoid,county_name,dist_to_addison_mi,dist_to_lewisville_mi,latitude,longitude,redfin_url
420 Sparks St,Dallas,75203,375000,3,2.5,1829,2025,2483,Single Family Residential,,28,48113021000,Dallas,14.35,22.54,32.7533812,-96.8044481,https://www.redfin.com/TX/Dallas/420-Sparks-St-75203/home/31042906
1023 Betterton Cir,Dallas,75203,65000,,,,1925,5009,Vacant Land,,30,48113021000,Dallas,14.69,22.74,32.7480913,-96.8087738,https://www.redfin.com/TX/Dallas/1023-Betterton-Cir-75203/home/30826445
823 Millard St,Dallas,75203,35000,,,,,1525,Vacant Land,,31,48113021000,Dallas,14.01,22.16,32.7581288,-96.8077941,https://www.redfin.com/TX/Dallas/823-Millard-St-75203/home/30825050
TBD N Cliff St,Dallas,75203,259000,3,2.0,1261,1925,5358,Single Family Residential,,35,48113021000,Dallas,14.55,22.63,32.750202,-96.808262,https://www.redfin.com/TX/Dallas/TBD-N-Cliff-St-75203/home/201017442
108 N Cliff St,Dallas,75203,259000,3,2.0,1261,1925,5358,Single Family Residential,,35,48113021000,Dallas,14.65,22.75,32.7489207,-96.8067531,https://www.redfin.com/TX/Dallas/108-N-Cliff-St-75203/home/30826537
459 Hart St,Dallas,75203,524999,4,3.0,2350,2026,4225,Single Family Residential,,36,48113021000,Dallas,14.38,22.61,32.7532002,-96.8024323,https://www.redfin.com/TX/Dallas/459-Hart-St-75203/home/31043200
1503 Morrell Ave,Dallas,75203,455000,4,3.5,2583,2022,7492,Single Family Residential,,37,48113021000,Dallas,15.34,23.52,32.7393832,-96.7999592,https://www.redfin.com/TX/Dallas/1503-Morrell-Ave-75203/home/30837188
818 Winters St,Dallas,75216,200000,3,1.5,1330,1927,5515,Single Family Residential,,38,48113021000,Dallas,15.73,23.63,32.7329685,-96.810661,https://www.redfin.com/TX/Dallas/818-Winters-St-75216/home/30834684
1128 Dodd St,Dallas,75203,29900,,,,,2962,Vacant Land,,42,48113021000,Dallas,14.13,22.28,32.756441,-96.807084,https://www.redfin.com/TX/Dallas/1128-Dodd-St-75203/home/30825598
1402 Hutchins Ave,Dallas,75203,585000,4,3.5,2267,2026,2222,Single Family Residential,,50,48113021000,Dallas,14.44,22.62,32.7520839,-96.8044675,https://www.redfin.com/TX/Dallas/1402-Hutchins-Ave-75203/home/30829283
421 Sparks St,Dallas,75203,200000,,,,,4704,Vacant Land,,52,48113021000,Dallas,14.35,22.53,32.7533389,-96.8047689,https://www.redfin.com/TX/Dallas/421-Sparks-St-75203/home/31042942
1307 Valley St,Dallas,75203,529995,3,2.5,2340,2024,4966,Single Family Residential,,52,48113021000,Dallas,15.01,23.11,32.7437895,-96.80497,https://www.redfin.com/TX/Dallas/1307-Valley-St-75203/home/30829542
1227 Fernwood Ave,Dallas,75216,290000,3,2.0,1400,1940,6970,Single Family Residential,,52,48113021000,Dallas,15.62,23.56,32.7346382,-96.8093631,https://www.redfin.com/TX/Dallas/1227-Fernwood-Ave-75216/home/30834758
1203 Forester Dr,Dallas,75216,370000,3,2.0,1500,2025,8494,Single Family Residential,,54,48113021000,Dallas,15.62,23.62,32.734798,-96.806651,https://www.redfin.com/TX/Dallas/1203-Forester-Dr-75216/home/30834807
1735 E Waco Ave,Dallas,75216,79900,,,,1925,5619,Vacant Land,,64,48113021000,Dallas,15.37,23.56,32.7389968,-96.7993081,https://www.redfin.com/TX/Dallas/1735-E-Waco-Ave-75216/home/30833048
923 Stella Ave,Dallas,75216,250000,,,,,56105,Vacant Land,,64,48113021000,Dallas,16.06,23.96,32.728198,-96.809417,https://www.redfin.com/TX/Dallas/923-Stella-Ave-75216/home/30832888
336 Leads St,Dallas,75203,109900,,,,,6011,Vacant Land,,65,48113021000,Dallas,14.88,22.92,32.7454842,-96.8082085,https://www.redfin.com/TX/Dallas/336-Leads-St-75203/home/30826169
1210 Bliss St,Dallas,75203,38000,,,,,11761,Vacant Land,,65,48113021000,Dallas,14.98,23.07,32.7441249,-96.805892,https://www.redfin.com/TX/Dallas/1210-Bliss-St-75203/home/30829529
1239 Cedar Haven Ave,Dallas,75216,248000,3,2.0,1184,1941,7797,Single Family Residential,,71,48113021000,Dallas,15.66,23.64,32.7341377,-96.8075371,https://www.redfin.com/TX/Dallas/1239-Cedar-Haven-Ave-75216/home/30834798
1602 Glen Ave,Dallas,75216,269900,3,2.0,1800,1950,20038,Single Family Residential,,75,48113021000,Dallas,16.0,24.09,32.7297242,-96.8006789,https://www.redfin.com/TX/Dallas/1602-Glen-Ave-75216/home/30888788
1210 Morrell Ave,Dallas,75203,389000,4,2.0,1801,2023,6752,Single Family Residential,,84,48113021000,Dallas,15.34,23.37,32.738903,-96.8064462,https://www.redfin.com/TX/Dallas/1210-Morrell-Ave-75203/home/30829170
1145 Betterton Cir,Dallas,75203,145000,,,,,12589,Vacant Land,,90,48113021000,Dallas,14.75,22.84,32.7474189,-96.8068148,https://www.redfin.com/TX/Dallas/1145-Betterton-Cir-75203/home/30826463
227 S Cliff St,Dallas,75203,145000,,,,,7754,Vacant Land,,90,48113021000,Dallas,14.83,22.9,32.746204,-96.807439,https://www.redfin.com/TX/Dallas/227-S-Cliff-St-75203/home/30826161
1334 Grant St,Dallas,75203,300000,3,2.0,1671,1920,10367,Single Family Residential,,98,48113021000,Dallas,15.19,23.29,32.7412499,-96.8041177,https://www.redfin.com/TX/Dallas/1334-Grant-St-75203/home/30833108
1510 Carson St,Dallas,75216,166500,3,2.0,1200,1948,7492,Single Family Residential,,105,48113021000,Dallas,16.01,23.98,32.7291341,-96.8063743,https://www.redfin.com/TX/Dallas/1510-Carson-St-75216/home/30832823
1410 Doyle Ave,Dallas,75203,235000,3,1.0,1256,1948,4487,Single Family Residential,,106,48113021000,Dallas,15.1,23.26,32.7426975,-96.8018833,https://www.redfin.com/TX/Dallas/1410-Doyle-Ave-75203/home/30849481
1404 Strickland St,Dallas,75216,379500,4,2.0,1991,2025,6926,Single Family Residential,,108,48113021000,Dallas,15.48,23.59,32.7371053,-96.802285,https://www.redfin.com/TX/Dallas/1404-Strickland-St-75216/home/30833333
407 Bobbie St,Dallas,75203,519000,4,3.5,2580,2025,3920,Single Family Residential,,109,48113021000,Dallas,14.5,22.75,32.7515145,-96.80087,https://www.redfin.com/TX/Dallas/407-Bobbie-St-75203/home/31042997
1202 Morrell Ave,Dallas,75203,359580,4,2.5,1473,1945,7100,Single Family Residential,,120,48113021000,Dallas,15.33,23.36,32.7389472,-96.8067909,https://www.redfin.com/TX/Dallas/1202-Morrell-Ave-75203/home/30829168
1438 E Waco Ave,Dallas,75216,299000,3,2.0,1800,2023,7100,Single Family Residential,,127,48113021000,Dallas,15.58,23.7,32.735759,-96.8014656,https://www.redfin.com/TX/Dallas/1438-E-Waco-Ave-75216/home/30833284
503 Tama St,Dallas,75203,90000,,,,,11520,Vacant Land,,132,48113021000,Dallas,14.98,23.1,32.744276,-96.804163,https://www.redfin.com/TX/Dallas/503-Tama-St-75203/home/30829547
1207 Morrell Ave,Dallas,75203,269999,3,2.0,1258,2015,6839,Single Family Residential,,149,48113021000,Dallas,15.31,23.34,32.7393516,-96.8066239,https://www.redfin.com/TX/Dallas/1207-Morrell-Ave-75203/home/30828841
1409 Doyle Ave,Dallas,75203,575000,3,3.5,2354,2024,4443,Single Family Residential,,158,48113021000,Dallas,15.08,23.24,32.7430484,-96.8017693,https://www.redfin.com/TX/Dallas/1409-Doyle-Ave-75203/home/30849456
1318 S Ewing Ave,Dallas,75216,260000,3,1.0,1286,1947,7187,Single Family Residential,,168,48113021000,Dallas,15.76,23.65,32.7324627,-96.8111932,https://www.redfin.com/TX/Dallas/1318-S-Ewing-Ave-75216/home/30834675
218 Cliff,Dallas,75203,59900,,,,,8189,Vacant Land,,169,48113021000,Dallas,14.55,22.66,32.7503629,-96.806707,https://www.redfin.com/TX/Dallas/218-N-Cliff-St-75203/home/30825951
1104 E 9th St,Dallas,75203,99000,,,,,8756,Vacant Land,,170,48113021000,Dallas,14.61,22.68,32.7493945,-96.808164,https://www.redfin.com/TX/Dallas/1104-E-9th-St-75203/home/183940681
2000 Canyon St,Dallas,75203,113000,,,,,4356,Vacant Land,,184,48113021000,Dallas,14.57,22.82,32.7506701,-96.800126,https://www.redfin.com/TX/Dallas/2000-Canyon-St-75203/home/30935847
819 Viola St,Dallas,75203,263188,,,,,3485,Vacant Land,,246,48113021000,Dallas,15.0,22.95,32.743438,-96.812021,https://www.redfin.com/TX/Dallas/819-Viola-St-75203/home/30826142
815 Viola St,Dallas,75203,501000,0,,672,1945,6665,Single Family Residential,,246,48113021000,Dallas,15.0,22.94,32.7434393,-96.8121064,https://www.redfin.com/TX/Dallas/815-Viola-St-75203/home/30826143
1304 Bliss St,Dallas,75203,70000,,,,,4008,Vacant Land,,287,48113021000,Dallas,14.98,23.08,32.7442684,-96.8050546,https://www.redfin.com/TX/Dallas/1304-Bliss-St-75203/home/30829524
1302 Bliss St,Dallas,75203,70000,,,,,4008,Vacant Land,,289,48113021000,Dallas,14.98,23.08,32.7442651,-96.8051884,https://www.redfin.com/TX/Dallas/1302-Bliss-St-75203/home/30829525
1410 Church St,Dallas,75203,150000,,,,,4835,Vacant Land,,318,48113021000,Dallas,14.58,22.76,32.7502038,-96.8036204,https://www.redfin.com/TX/Dallas/1410-Church-St-75203/home/30838071
1302 Claude St,Dallas,75203,150000,,,,,7449,Vacant Land,,337,48113021000,Dallas,15.26,23.33,32.740095,-96.8053203,https://www.redfin.com/TX/Dallas/1302-Claude-St-75203/home/30833141
223 S Cliff St,Dallas,75203,160000,6,2.0,2208,1925,8494,Single Family Residential,,450,48113021000,Dallas,14.82,22.89,32.7463529,-96.8073608,https://www.redfin.com/TX/Dallas/223-S-Cliff-St-75203/home/30826160
1027 Church St,Dallas,75203,150000,,,,,,Vacant Land,,1142,48113021000,Dallas,14.52,22.59,32.7506353,-96.808569,https://www.redfin.com/TX/Dallas/1027-Church-St-75203/home/30825986
419 Avenue L,Dallas,75203,450000,3,2.5,1764,2019,2788,Single Family Residential,,176,48113021100,Dallas,15.07,23.51,32.7447175,-96.7887522,https://www.redfin.com/TX/Dallas/419-Avenue-L-75203/home/30853735
4331 Bateman Ave,Dallas,75216,159000,4,2.0,1030,1950,3964,Single Family Residential,,15,48113021100,Dallas,16.88,25.71,32.7235105,-96.7568522,https://www.redfin.com/TX/Dallas/4331-Bateman-Ave-75216/home/32484751
2401 Berwick Ave,Dallas,75203,1500000,16,16.0,3960,1951,27312,Multi-Family (5+ Unit),,37,48113021100,Dallas,15.81,23.94,32.7325564,-96.7996632,https://www.redfin.com/TX/Dallas/2401-Berwick-Ave-75203/home/30889445
522 Avenue G,Dallas,75203,325000,3,2.0,1188,1945,6447,Single Family Residential,,52,48113021100,Dallas,15.18,23.55,32.7425757,-96.7918711,https://www.redfin.com/TX/Dallas/522-Avenue-G-75203/home/30889160
2207 Rockefeller,Dallas,75203,130000,,,,,6916,Vacant Land,,55,48113021100,Dallas,14.83,23.18,32.747436,-96.7943524,https://www.redfin.com/TX/Dallas/2207-Rockefeller-Blvd-75203/home/30848306
1902 Norfolk Ave,Dallas,75203,369999,3,2.0,2108,1938,7362,Single Family Residential,,102,48113021100,Dallas,15.87,24.06,32.7321091,-96.7964262,https://www.redfin.com/TX/Dallas/1902-Norfolk-Ave-75203/home/30849223
518 Crete St,Dallas,75203,524900,4,3.5,2631,2023,5097,Single Family Residential,,104,48113021100,Dallas,15.05,23.32,32.743895,-96.7969648,https://www.redfin.com/TX/Dallas/518-Crete-St-75203/home/30890030
2250/2254 Areba St Unit A&B (both addresses),Dallas,75203,679000,8,5.5,2798,1943,16553,Multi-Family (2-4 Unit),,133,48113021100,Dallas,15.58,23.9,32.736803,-96.7917502,https://www.redfin.com/TX/Dallas/2250-Areba-St-75203/unit-A-B-both-addresses/home/199717611
3131 Cedar Crest Blvd,Dallas,75203,149990,,,,,5924,Vacant Land,,233,48113021100,Dallas,15.11,23.57,32.744195,-96.787756,https://www.redfin.com/TX/Dallas/3131-Cedar-Crest-Blvd-75203/home/35580770
3117 Cedar Crest Blvd,Dallas,75203,83990,,,,,2666,Vacant Land,,297,48113021100,Dallas,15.13,23.58,32.743988,-96.787756,https://www.redfin.com/TX/Dallas/3117-Cedar-Crest-Blvd-75203/home/196277696
2017 Shawnee St,Denton,76209,300000,4,2.0,1236,1956,10498,Single Family Residential,,1,48121020601,Denton,24.92,15.08,33.2332872,-97.110883,https://www.redfin.com/TX/Denton/2017-Shawnee-St-76209/home/32915335
2008 Redwood Pl,Denton,76209,280000,3,2.0,1270,1940,4199,Single Family Residential,,35,48121020601,Denton,24.93,15.08,33.2329846,-97.1115947,https://www.redfin.com/TX/Denton/2008-Redwood-Pl-76209/home/33144450
510 Texas St #14,Denton,76209,2000000,22,14.0,6960,1965,15812,Multi-Family (5+ Unit),,84,48121020601,Denton,24.95,14.85,33.2219741,-97.1266939,https://www.redfin.com/TX/Denton/510-Texas-St-76209/unit-14/home/200375612
1111 N Austin St,Denton,76201,315000,2,2.0,1616,1967,4008,Single Family Residential,,91,48121020601,Denton,25.23,15.11,33.223895,-97.13133,https://www.redfin.com/TX/Denton/1111-N-Austin-St-76201/home/32933739
1309 N Austin St,Denton,76201,335000,3,2.0,1486,1959,13504,Single Family Residential,,125,48121020601,Denton,25.34,15.23,33.2259452,-97.1314019,https://www.redfin.com/TX/Denton/1309-N-Austin-St-76201/home/33071506
1300 Kendolph Dr,Denton,76205,459000,4,3.0,2267,2013,15638,Single Family Residential,,20,48121020900,Denton,25.05,14.6,33.2017896,-97.1523375,https://www.redfin.com/TX/Denton/1300-Kendolph-Dr-76205/home/32918702
1940 Whippoorwill Ln,Denton,76205,350000,3,1.0,1328,1970,16509,Single Family Residential,,21,48121020900,Denton,25.06,14.59,33.2000774,-97.1543912,https://www.redfin.com/TX/Denton/1940-Whippoorwill-Ln-76205/home/32937163
1925 Highland Park Cir,Denton,76205,330000,3,2.0,1641,1984,6991,Single Family Residential,,38,48121020900,Denton,25.06,14.59,33.2003435,-97.1540873,https://www.redfin.com/TX/Denton/1925-Highland-Park-Cir-76205/home/33016573
2012 Tremont Cir,Denton,76205,474900,3,2.0,2145,2001,6360,Single Family Residential,45,40,48121020900,Denton,25.08,14.6,33.199072,-97.1559982,https://www.redfin.com/TX/Denton/2012-Tremont-Cir-76205/home/32887035
2404 Louise St Unit 2404 & 2420,Denton,76201,4300000,47,24.0,9720,1967,31363,Multi-Family (5+ Unit),,59,48121020900,Denton,25.78,15.37,33.2120916,-97.1582129,https://www.redfin.com/TX/Denton/2404-Louise-St-76201/unit-2404-2420/home/200728581
218 N Texas Blvd,Denton,76201,208000,3,2.0,1139,1985,75359,Condo/Co-op,302,68,48121020900,Denton,25.71,15.32,33.212936,-97.155759,https://www.redfin.com/TX/Denton/218-North-Texas-Blvd-76201/home/32545187
218 N Texas Blvd #113,Denton,76201,155500,2,2.0,955,1985,75359,Condo/Co-op,271,74,48121020900,Denton,25.71,15.32,33.2129171,-97.155746,https://www.redfin.com/TX/Denton/218-N-Texas-Blvd-76201/unit-113/home/173714555
218 N Texas Blvd #105,Denton,76201,172900,2,2.0,955,1985,75359,Condo/Co-op,271,260,48121020900,Denton,25.71,15.32,33.2129171,-97.155746,https://www.redfin.com/TX/Denton/218-N-Texas-Blvd-76201/unit-105/home/183864101
218 N Texas Blvd #103,Denton,76201,172900,2,2.0,955,1985,75359,Condo/Co-op,271,260,48121020900,Denton,25.72,15.33,33.2130079,-97.1558052,https://www.redfin.com/TX/Denton/218-N-Texas-Blvd-76201/unit-103/home/192051810
3200-3202 Long Rope Ln,Denton,76205,739900,8,5.0,4046,2025,7405,Multi-Family (2-4 Unit),50,168,48121021203,Denton,23.19,13.26,33.209303,-97.098091,https://www.redfin.com/TX/Denton/3200-3202-Long-Rope-LN-76205/home/199064298
504-506 Mockingbird Ln,Denton,76205,739900,8,5.0,4046,2025,6970,Multi-Family (2-4 Unit),50,189,48121021203,Denton,23.09,13.17,33.2081381,-97.0971247,https://www.redfin.com/TX/Denton/504-S-Mockingbird-Ln-76205/home/182425822
504-506 Trailhead Ln,Denton,76205,739900,8,5.0,4046,2025,8276,Multi-Family (2-4 Unit),50,189,48121021203,Denton,23.2,13.25,33.208283,-97.099926,https://www.redfin.com/TX/Denton/504-Trailhead-Ln-76205/home/182425807
3204-3206 Long Rope Ln,Denton,76205,739900,8,5.0,4046,2025,7405,Multi-Family (2-4 Unit),50,189,48121021203,Denton,23.19,13.26,33.209303,-97.098091,https://www.redfin.com/TX/Denton/3204-3206-Long-Rope-LN-76205/home/198773946
509-511 Mockingbird Ln,Denton,76205,699900,6,5.0,3336,2025,7405,Multi-Family (2-4 Unit),50,189,48121021203,Denton,23.06,13.14,33.2079047,-97.0967324,https://www.redfin.com/TX/Denton/509-S-Mockingbird-Ln-76205/home/182425793
400-402 Trailhead Ln,Denton,76205,699900,6,5.0,3336,2024,8276,Multi-Family (2-4 Unit),50,349,48121021203,Denton,23.26,13.32,33.2093612,-97.0999154,https://www.redfin.com/TX/Denton/400-Trailhead-Ln-76205/home/182425802
3121-3123 Long Rope Ln,Denton,76205,739900,8,5.0,4046,2024,7187,Multi-Family (2-4 Unit),50,355,48121021203,Denton,23.13,13.2,33.2079817,-97.0984939,https://www.redfin.com/TX/Denton/3121-Long-Rope-Ln-76205/unit-3123/home/182425819
1201 Loop 288,Denton,76205,1300000,,,,,216493,Vacant Land,,93,48121021204,Denton,22.33,12.39,33.1983021,-97.0906666,https://www.redfin.com/TX/Denton/1201-S-Loop-288-76205/home/198689976
1006 Manning St,Grand Prairie,75051,470000,5,3.0,2863,2017,8407,Single Family Residential,,76,48439113007,Tarrant,19.97,21.67,32.7288905,-97.0366651,https://www.redfin.com/TX/Grand-Prairie/1006-Manning-St-75051/home/31882431
1701 Justin Lyn St,Arlington,76012,300000,4,2.0,1546,1981,7492,Multi-Family (2-4 Unit),,7,48439121614,Tarrant,23.37,22.48,32.7377038,-97.1333534,https://www.redfin.com/TX/Arlington/1701-Justin-Lyn-St-76012/home/31522592
1801 Georgia St,Arlington,76012,280000,4,2.0,1800,1980,8146,Multi-Family (2-4 Unit),,27,48439121614,Tarrant,23.23,22.24,32.7420337,-97.13481,https://www.redfin.com/TX/Arlington/1801-Georgia-St-76012/home/31521058
1723 Crest Grove Dr Unit 120B,Arlington,76012,98000,1,1.0,641,1983,2004,Condo/Co-op,215,37,48439121614,Tarrant,23.34,22.44,32.738356,-97.133494,https://www.redfin.com/TX/Arlington/1723-Crest-Grove-Dr-76012/unit-120B/home/32360607
518 Jordan Ln,Arlington,76012,319000,,2.0,1760,1983,6186,Multi-Family (2-4 Unit),,57,48439121614,Tarrant,23.53,22.46,32.7401008,-97.1394922,https://www.redfin.com/TX/Arlington/518-Jordan-Ln-76012/home/31712250
627 Mcqueary St,Arlington,76012,350000,4,2.0,1800,1980,7884,Multi-Family (2-4 Unit),,108,48439121614,Tarrant,23.28,22.28,32.7415794,-97.1353414,https://www.redfin.com/TX/Arlington/627-McQueary-St-76012/home/31521039
1010 Loblolly Pine Dr,Arlington,76012,369000,3,2.0,1754,2005,6360,Single Family Residential,33,5,48439121703,Tarrant,21.9,21.0,32.755985,-97.1188794,https://www.redfin.com/TX/Arlington/1010-Loblolly-Pine-Dr-76012/home/31057161
1020 Redbud Ct,Arlington,76012,424900,3,2.0,1957,1963,9975,Single Family Residential,,41,48439121703,Tarrant,22.23,21.35,32.751331,-97.1214981,https://www.redfin.com/TX/Arlington/1020-Redbud-Ct-76012/home/31854735
802 Nl Robinson Dr,Arlington,76011,289999,4,2.0,1285,1959,6882,Single Family Residential,,48,48439121703,Tarrant,22.05,21.54,32.7453375,-97.1112045,https://www.redfin.com/TX/Arlington/802-Nl-Robinson-Dr-76011/home/32133662
515 Gibbins Ct Unit 515-517,Arlington,76011,359900,4,4.0,1918,1981,6273,Multi-Family (2-4 Unit),,87,48439121703,Tarrant,21.61,20.86,32.7560409,-97.1122959,https://www.redfin.com/TX/Arlington/515-Gibbins-Ct-76011/unit-515-517/home/200311353
111 E Rogers St,Arlington,76011,919000,,,5120,1977,12720,Multi-Family (5+ Unit),,16,48439121704,Tarrant,21.77,21.38,32.7462553,-97.1056588,https://www.redfin.com/TX/Arlington/111-E-Rogers-St-76011/home/32116315
1110 Park St,Arlington,76011,525000,4,1.5,1750,1957,9060,Single Family Residential,,62,48439121704,Tarrant,21.19,20.85,32.7524355,-97.0987673,https://www.redfin.com/TX/Arlington/1110-Park-St-76011/home/31805512
1408 Pikeview Ter,Arlington,76011,275000,3,1.5,1196,1958,7187,Single Family Residential,,120,48439121704,Tarrant,21.48,20.8,32.7562401,-97.1096237,https://www.redfin.com/TX/Arlington/1408-Pikeview-Ter-76011/home/31905198
1959 E Arkansas Ln,Arlington,76010,250000,,,,,25178,Vacant Land,,324,48439121905,Tarrant,22.68,23.61,32.7063304,-97.0780139,https://www.redfin.com/TX/Arlington/1959-E-Arkansas-Ln-76010/home/113488527
3028 Casa Bella Dr,Arlington,76010,298000,3,2.0,1399,2007,4356,Single Family Residential,,14,48439121907,Tarrant,20.97,22.25,32.7227387,-97.0552755,https://www.redfin.com/TX/Arlington/3028-Casa-Bella-Dr-76010/home/31083339
620 Samuels Ln,Arlington,76010,214000,3,1.0,1320,1955,7928,Single Family Residential,,38,48439122002,Tarrant,21.61,22.19,32.7278117,-97.0794661,https://www.redfin.com/TX/Arlington/620-Samuels-Ln-76010/home/31955872
503 Harriett St,Arlington,76010,280000,3,1.5,1520,1959,10725,Single Family Residential,,76,48439122002,Tarrant,21.05,21.84,32.7310672,-97.0693575,https://www.redfin.com/TX/Arlington/503-Harriett-St-76010/home/31677533
2023 Menefee St,Arlington,76010,285000,3,2.0,1304,1956,7928,Single Family Residential,,234,48439122002,Tarrant,21.16,21.77,32.7331269,-97.0749211,https://www.redfin.com/TX/Arlington/2023-Menefee-St-76010/home/31550088
507 Taylor St,Arlington,76011,239900,3,1.0,1038,1950,4400,Single Family Residential,,8,48439122200,Tarrant,22.29,21.81,32.7416313,-97.1127042,https://www.redfin.com/TX/Arlington/507-Taylor-St-76011/home/32365077
406 Indiana St,Arlington,76011,699000,3,2.0,2566,2026,8146,Single Family Residential,,8,48439122200,Tarrant,22.29,21.86,32.7405577,-97.111506,https://www.redfin.com/TX/Arlington/406-Indiana-St-76011/home/32297656
617 Truman St,Arlington,76011,475000,3,2.0,1406,1958,6970,Single Family Residential,,14,48439122200,Tarrant,21.61,21.38,32.7446735,-97.1001318,https://www.redfin.com/TX/Arlington/617-Truman-St-76011/home/31800998
401 Magnolia St,Arlington,76012,302400,3,3.0,1612,1937,8451,Single Family Residential,,56,48439122200,Tarrant,22.65,22.03,32.7402054,-97.1194405,https://www.redfin.com/TX/Arlington/401-Magnolia-St-76012/home/31663049
515 Taylor St,Arlington,76011,230000,3,2.5,990,1933,4704,Single Family Residential,,62,48439122200,Tarrant,22.27,21.77,32.74219,-97.1127595,https://www.redfin.com/TX/Arlington/515-Taylor-St-76011/home/32242292
500 W Sanford St,Arlington,76011,695000,3,3.5,2298,2023,4704,Single Family Residential,,111,48439122200,Tarrant,22.25,21.74,32.7426394,-97.1127464,https://www.redfin.com/TX/Arlington/500-W-Sanford-St-76011/home/32242291
608 W Sanford St,Arlington,76011,119000,,,,,6360,Vacant Land,,443,48439122200,Tarrant,22.27,21.76,32.742654,-97.113334,https://www.redfin.com/TX/Arlington/608-W-Sanford-St-76011/home/31749833
818 E Rogers St,Arlington,76011,1900000,,,,,24045,Vacant Land,,539,48439122200,Tarrant,21.47,21.27,32.745725,-97.097828,https://www.redfin.com/TX/Arlington/818-E-Rogers-St-76011/home/113464865
706 E Rogers St,Arlington,76011,350000,3,1.0,768,1947,6882,Single Family Residential,,539,48439122200,Tarrant,21.49,21.28,32.7457761,-97.0983483,https://www.redfin.com/TX/Arlington/706-E-Rogers-St-76011/home/32132281
708 E Rogers St,Arlington,76011,350000,3,1.0,888,1947,6882,Single Family Residential,,539,48439122200,Tarrant,21.48,21.28,32.7457479,-97.0982067,https://www.redfin.com/TX/Arlington/708-E-Rogers-St-76011/home/32132280
130 S Cooper St,Arlington,76013,319000,2,2.5,1628,2023,1233,Townhouse,240,10,48439122300,Tarrant,22.63,22.19,32.736399,-97.1148415,https://www.redfin.com/TX/Arlington/130-S-Cooper-St-76013/home/176633457
130 Garden Ct W,Arlington,76013,375000,3,2.5,1558,2022,1481,Townhouse,200,36,48439122300,Tarrant,22.68,22.22,32.7362093,-97.1157557,https://www.redfin.com/TX/Arlington/130-Garden-Ct-W-76013/home/176633426
128 S Cooper St,Arlington,76013,319000,2,2.5,1606,2023,1045,Townhouse,240,49,48439122300,Tarrant,22.63,22.19,32.7364481,-97.1148405,https://www.redfin.com/TX/Arlington/128-S-Cooper-St-76013/home/176633456
129 Garden Ct E,Arlington,76013,399000,3,2.5,1558,2022,1830,Townhouse,288,51,48439122300,Tarrant,22.66,22.21,32.736309,-97.11545,https://www.redfin.com/TX/Arlington/129-Garden-Ct-E-76013/home/176633435
101 W Park Row Dr,Arlington,76010,285000,3,2.0,1922,1947,26180,Single Family Residential,,30,48439122401,Tarrant,22.88,22.97,32.7213541,-97.1031254,https://www.redfin.com/TX/Arlington/101-W-Park-Row-Dr-76010/home/31416568
709 Valley View Dr,Arlington,76010,308000,3,2.0,1814,1957,9453,Single Family Residential,,167,48439122401,Tarrant,22.5,22.6,32.726127,-97.099681,https://www.redfin.com/TX/Arlington/709-Valley-View-Dr-76010/home/31488154
520 W Inwood Dr,Arlington,76010,237999,4,1.0,1272,1956,7797,Single Family Residential,,6,48439122801,Tarrant,23.57,23.55,32.7151792,-97.1127012,https://www.redfin.com/TX/Arlington/520-W-Inwood-Dr-76010/home/31430575
518 W Lovers Ln,Arlington,76010,240000,3,1.5,1008,1960,7797,Single Family Residential,,17,48439122801,Tarrant,23.63,23.63,32.7138402,-97.1125128,https://www.redfin.com/TX/Arlington/518-W-Lovers-Ln-76010/home/31430958
504 Lynda Ln,Arlington,76010,265000,3,2.0,1225,1958,8886,Single Family Residential,,55,48439122801,Tarrant,23.44,23.46,32.7159751,-97.1106091,https://www.redfin.com/TX/Arlington/504-Lynda-Ln-76010/home/31637114
